step,mean_deliveries,zero_delivery_rate,layout_train_coverage3,partners,pg_loss,value_loss,entropy,elapsed_s
2048,0.25,0.75,0,5,-0.016809448250569403,25.217439889907837,1.225069783627987,7.807282447814941
4096,0.5,0.6875,1,5,0.004278052947483957,98.74882793426514,1.2843850329518318,14.140813112258911
6144,0.45,0.7,1,5,-0.0023265618947334588,38.16271948814392,1.377596691250801,21.656439065933228
8192,0.3,0.85,1,5,-0.00520005269208923,62.436686277389526,1.4203241243958473,28.592679023742676
10240,0.6,0.75,2,5,0.0012017880799248815,84.36628031730652,1.3967526778578758,35.19880247116089
12288,0.7,0.7,3,5,-0.006206952850334346,71.00878810882568,1.4390079006552696,41.78456711769104
14336,0.5,0.8,3,5,-0.011524296511197463,10.394451677799225,1.5017838925123215,49.62682485580444
16384,0.4,0.8,3,5,-0.0007418183668050915,54.3416531085968,1.449642613530159,57.34185576438904
18432,0.55,0.8,3,5,-0.005319126532413065,29.28166377544403,1.4540248736739159,64.65790939331055
20480,0.55,0.8,3,5,-0.007328949577640742,37.5740829706192,1.514370709657669,72.31481528282166
22528,0.15,0.85,3,5,-0.00674437265843153,44.0371470451355,1.525338590145111,79.31224751472473
24576,0.4,0.75,4,5,-0.004301340959500521,45.67448854446411,1.4934090748429298,86.8926293849945
26624,0.3,0.85,4,5,-0.011391578358598053,5.4362801015377045,1.56606013327837,94.09247493743896
28672,0.25,0.95,5,5,0.00172900126199238,97.3142626285553,1.5680686011910439,101.84460353851318
30720,0.35,0.85,5,5,-0.008434796298388392,20.263305008411407,1.517699547111988,109.12565279006958
32768,0.2,0.85,5,5,-0.006893956917338073,46.05325698852539,1.5650242194533348,115.78985953330994
34816,0.6,0.8,6,5,0.0012481868034228683,48.553749322891235,1.5810545161366463,123.02332758903503
36864,0.6,0.8,6,5,-0.013228006195276976,8.815844625234604,1.6272592023015022,129.6086699962616
38912,0.25,0.8,6,5,-0.006178256880957633,75.95758104324341,1.586385689675808,136.76067686080933
40960,0.4,0.7,6,5,-0.005208926624618471,60.430901527404785,1.5989761725068092,143.5488796234131
43008,0.4,0.8,7,5,-0.012896924745291471,14.216431140899658,1.5684470310807228,150.99962854385376
45056,0.3,0.85,7,5,-0.007826971588656306,13.486180633306503,1.6481621861457825,158.40648770332336
47104,0.2,0.9,8,5,-0.005374312633648515,57.6491162776947,1.6303634718060493,165.73195576667786
49152,0.2,0.9,8,5,-0.011477795080281794,37.93950295448303,1.6207227036356926,173.56877040863037
51200,0.35,0.85,8,5,-0.012082595669198781,26.505982518196106,1.6384895890951157,181.41866040229797
53248,0.5,0.75,8,5,-0.00741784053388983,88.84609127044678,1.6136298701167107,187.45989537239075
55296,0.6,0.75,8,5,-0.0005298230680637062,112.83518695831299,1.6279942095279694,194.33403205871582
57344,0.5,0.8,8,5,-0.009534138720482588,30.824370622634888,1.6198194548487663,202.00134682655334
59392,0.35,0.85,8,5,-0.009841328370384872,9.80307525396347,1.6526172682642937,209.64037942886353
61440,0.05,0.95,8,5,-0.014208983688149601,12.542384445667267,1.564167633652687,216.53252267837524
63488,0.1,0.9,8,5,-0.009179205517284572,23.111087679862976,1.6313308626413345,223.65436816215515
65536,0.15,0.85,8,5,-0.019076513242907822,9.846879422664642,1.6396196782588959,230.48453330993652
67584,0.15,0.9,8,5,-0.013850508723407984,17.534830152988434,1.65593933314085,237.33765506744385
69632,0.2,0.85,8,5,-0.010414233896881342,22.457921981811523,1.6303900554776192,243.98221492767334
71680,0.15,0.9,8,5,-0.026249750168062747,2.8728432431817055,1.657766543328762,251.58118629455566
73728,0.05,0.95,8,5,0.0024290392466355115,27.131065726280212,1.630841575562954,259.152615070343
75776,0.4,0.8,9,5,-0.004271526180673391,44.47512936592102,1.6484434232115746,265.64364314079285
77824,0.35,0.85,9,5,-0.010109541995916516,18.70612746477127,1.639161728322506,272.84757947921753
79872,0.35,0.8,9,5,-0.008234009961597621,33.06801986694336,1.6214788630604744,279.6636176109314
81920,0.15,0.9,9,5,-0.008058583771344274,28.031236231327057,1.6456757113337517,286.9206802845001
83968,0.3,0.8,9,5,-0.008020620327442884,106.35729742050171,1.6726665943861008,294.05177116394043
86016,0.25,0.8,9,5,-0.01186570740537718,26.000918328762054,1.6781131774187088,301.3413279056549
88064,0.15,0.85,9,5,-0.01772677735425532,8.951840311288834,1.665208838880062,308.56257486343384
90112,0.45,0.85,9,5,-0.003651356033515185,107.31707334518433,1.633152425289154,315.2727541923523
92160,0.55,0.8,9,5,-0.01518804591614753,24.89723289012909,1.6321624591946602,322.51051449775696
94208,0.7,0.75,9,5,-0.00427221687277779,48.77652680873871,1.6083837002515793,328.7204899787903
96256,0.5,0.8,9,5,-0.0119657147442922,15.46646699309349,1.697118617594242,335.5152368545532
98304,0.4,0.85,9,5,-0.0068748725461773574,21.353490233421326,1.6308185011148453,342.56606698036194
100352,0.15,0.9,9,5,-0.008373937685973942,4.668928444385529,1.6895110607147217,349.35735392570496
102400,0.1,0.95,9,5,-0.016564545047003776,4.7889121025800705,1.6618148609995842,356.3519904613495
104448,0.25,0.9,9,5,-0.00202280399389565,71.1632125377655,1.677491769194603,363.71593475341797
106496,0.3,0.85,9,5,-0.00805176593712531,39.7158420085907,1.6644889861345291,370.94480633735657
108544,0.35,0.8,9,5,-0.011663371667964384,37.82650327682495,1.6976542100310326,378.14562010765076
110592,0.35,0.75,9,5,-0.0039842084515839815,30.89378571510315,1.68979162722826,384.8061602115631
112640,0.25,0.85,9,5,-0.011073519941419363,22.694366455078125,1.663629189133644,391.4625325202942
114688,0.3,0.9,9,5,-0.006010905839502811,23.211464881896973,1.678088702261448,398.3456871509552
116736,0.15,0.95,9,5,-0.011483890091767535,5.194135800004005,1.695761188864708,404.83648705482483
118784,0.05,0.95,9,5,-0.011748345626983792,25.43459904193878,1.6854156851768494,412.64490604400635
120832,0.1,0.9,9,5,-0.007224310305900872,42.73100733757019,1.6488573625683784,420.15953373908997
122880,0.05,0.95,9,5,-0.01444905181415379,9.644886195659637,1.6596774607896805,427.40278601646423
124928,0.05,0.95,9,5,-0.015249192394549027,13.749777674674988,1.669394589960575,434.22119331359863
126976,0.35,0.8,9,5,-0.006187942693941295,76.59273386001587,1.6522541716694832,440.56595253944397
129024,0.45,0.8,9,5,-0.008277768734842539,43.43883693218231,1.6404697820544243,447.05208253860474
131072,0.75,0.75,9,5,-0.0038003346417099237,49.906864643096924,1.6582496017217636,453.83854389190674
133120,0.35,0.9,9,5,-0.015914476214675233,6.578757345676422,1.684110127389431,460.9912703037262
135168,0.25,0.85,9,5,-0.0070558500301558524,36.296684980392456,1.6736570373177528,468.3417589664459
137216,0.5,0.7,9,5,-0.0062634268251713365,47.81834268569946,1.6318121179938316,475.31238651275635
139264,0.7,0.6,9,5,-0.006283653085120022,30.83877658843994,1.657668299973011,482.1744496822357
141312,0.5,0.75,9,5,-0.00940053432714194,33.31841456890106,1.6866169050335884,489.3074052333832
143360,0.35,0.9,9,5,-0.003710699631483294,33.2764407992363,1.6954061761498451,496.6662027835846
145408,0.5,0.85,8,5,-0.004327878879848868,95.25636744499207,1.6791132241487503,503.50532841682434
147456,0.4,0.85,8,5,-0.006941395753528923,16.2348210811615,1.6775739267468452,511.22518706321716
149504,0.3,0.85,8,5,-0.0032876954646781087,65.79112148284912,1.6838662400841713,518.067307472229
151552,0.2,0.9,8,5,-0.009450254729017615,13.152047097682953,1.6837523877620697,525.3716096878052
153600,0.2,0.9,8,5,-0.011251367774093524,6.5401986837387085,1.6896291673183441,532.464742898941
155648,0.0,1.0,8,5,-0.006882663641590625,12.046085804700851,1.6870058849453926,539.0310277938843
157696,0.35,0.85,8,5,-0.00671392070944421,41.55558478832245,1.620542287826538,546.0771613121033
159744,0.4,0.8,8,5,-0.009789923729840666,38.72521650791168,1.6630435064435005,553.5582704544067
161792,0.15,0.9,8,5,-0.014679914864245802,7.6551085114479065,1.6343453526496887,560.1553158760071
163840,0.25,0.85,8,5,-0.0019241985864937305,55.52556872367859,1.6835024878382683,566.8941411972046
165888,0.25,0.85,8,5,-0.012395441823173314,7.39693284034729,1.6671885028481483,573.6797728538513
167936,0.15,0.9,8,5,-0.010118040256202221,10.65623676776886,1.691755197942257,579.6935868263245
169984,0.15,0.85,8,5,-0.008444202889222652,32.88376188278198,1.681653693318367,586.8247182369232
172032,0.35,0.75,8,5,-0.009975233668228611,34.13312208652496,1.6581824570894241,593.8565213680267
174080,0.6,0.75,8,5,-0.007393532549031079,35.26042938232422,1.6899880319833755,600.4826209545135
176128,0.85,0.6,8,5,-0.006350239447783679,50.244890332221985,1.6860163733363152,606.6557669639587
178176,0.4,0.75,8,5,-0.01570101617835462,5.117388263344765,1.7213532999157906,613.3668563365936
180224,0.3,0.8,8,5,-0.01072165323421359,25.687472701072693,1.7189872786402702,619.8046700954437
182272,0.2,0.8,8,5,-0.004641862207790837,42.914536237716675,1.689194604754448,626.1322293281555
184320,0.1,0.9,8,5,-0.013718561851419508,7.285721153020859,1.7007756531238556,632.1697497367859
186368,0.2,0.9,9,5,-0.00782027724198997,45.351420283317566,1.6770797222852707,639.5525851249695
188416,0.4,0.9,9,5,-0.004164820129517466,25.248338103294373,1.6712286546826363,646.0048019886017
190464,0.25,0.95,9,5,-0.011971461994107813,4.821197554469109,1.6923321336507797,653.1476800441742
192512,0.35,0.9,9,5,-0.0062899767071940005,18.628425657749176,1.687564380466938,660.2253615856171
194560,0.1,0.95,9,5,-0.015318602789193392,5.667173206806183,1.6939759775996208,666.5635621547699
196608,0.25,0.85,9,5,-0.01113691448699683,13.077500581741333,1.7006381452083588,673.7006893157959
198656,0.15,0.9,9,5,-0.009330695727840066,11.54946956038475,1.6745633780956268,680.6646995544434
200704,0.2,0.9,9,5,-0.003629414248280227,61.043768644332886,1.6734122782945633,686.151008605957
202752,0.25,0.85,9,5,-0.013930430985055864,12.229714453220367,1.6624062284827232,832.2466161251068
204800,0.1,0.9,9,5,-0.018526960149756633,1.9205014109611511,1.696319930255413,839.4311213493347
206848,0.05,0.95,9,5,-0.0038648698828183115,16.24776029586792,1.660664714872837,846.8647100925446
208896,0.25,0.85,8,5,-0.0030939268763177097,37.532579362392426,1.6478798389434814,853.448765039444
210944,0.35,0.75,8,5,-0.004906107787974179,86.52870094776154,1.642329953610897,860.2916238307953
212992,0.65,0.7,9,5,-0.0019524447852745652,85.77894449234009,1.6451096385717392,866.8384726047516
215040,0.65,0.8,9,5,-0.008324566413648427,47.30528509616852,1.6322468891739845,873.3910129070282
217088,0.65,0.75,9,5,-0.0033980162697844207,47.27879095077515,1.6575942039489746,880.1689748764038
219136,0.75,0.7,9,5,-0.004911517433356494,74.71763706207275,1.6568825766444206,886.977742433548
221184,0.6,0.75,9,5,-0.006245650292839855,40.476757764816284,1.6615372449159622,893.697470664978
223232,0.5,0.85,9,5,-0.009140736074186862,44.3387371301651,1.6709591820836067,900.3338391780853
225280,0.15,0.95,9,5,-0.004707526823040098,45.30100381374359,1.6700922921299934,907.1958222389221
227328,0.15,0.95,9,5,-0.008134758623782545,18.579729974269867,1.6626545190811157,913.8884756565094
229376,0.1,0.9,9,5,-0.010038127074949443,33.45025038719177,1.6627870574593544,920.3098223209381
231424,0.15,0.85,9,5,-0.01053214177954942,14.208262205123901,1.6763516888022423,926.7752227783203
233472,0.05,0.95,9,5,-0.0147923732874915,7.6717455089092255,1.6823099553585052,933.7297165393829
235520,0.0,1.0,9,5,-0.012531338958069682,5.449280023574829,1.6660017892718315,940.856561422348
237568,0.05,0.95,9,5,-0.006036903359927237,13.742022573947906,1.6776558384299278,947.522852897644
239616,0.3,0.9,9,5,0.0009910515509545803,98.95772171020508,1.681984007358551,953.2548129558563
241664,0.3,0.9,9,5,-0.0073156378930434585,13.234897941350937,1.6835770159959793,959.7903587818146
243712,0.35,0.85,9,5,-0.006633993238210678,29.283650636672974,1.681284785270691,966.5320386886597
245760,0.3,0.8,9,5,-0.0066709473030641675,35.3977552652359,1.6878480985760689,972.8980929851532
247808,0.35,0.75,9,5,-0.007522422994952649,13.082322120666504,1.6662184447050095,980.1546244621277
249856,0.1,0.9,9,5,-0.007693479012232274,14.145516365766525,1.6801453232765198,986.3292601108551
251904,0.15,0.85,9,5,-0.006412872986402363,19.751560509204865,1.6595269963145256,993.09215259552
253952,0.25,0.75,9,5,-0.004141738871112466,33.52273643016815,1.7078352943062782,1000.2752058506012
256000,0.35,0.8,9,5,-0.00656466739019379,23.297722339630127,1.6646260768175125,1006.2612960338593
258048,0.45,0.8,10,5,-0.004098693840205669,46.32433295249939,1.6727786138653755,1013.0675432682037
260096,0.55,0.75,10,5,-0.0023861139779910445,37.37631857395172,1.6688914075493813,1019.926285982132
262144,0.6,0.75,9,5,-0.006017552630510181,43.70535969734192,1.7047599107027054,1026.7524955272675
264192,0.45,0.8,9,5,-0.008087915775831789,23.011870205402374,1.6882518753409386,1033.8030519485474
266240,0.3,0.8,9,5,-0.003870182321406901,46.32626760005951,1.6790195554494858,1040.472655057907
268288,0.45,0.75,10,5,-0.0055244104587472975,18.019899606704712,1.707212969660759,1046.8891279697418
270336,0.35,0.75,10,5,-0.0035139161336701363,46.447535037994385,1.6540044099092484,1054.1677963733673
272384,0.4,0.7,10,5,-0.004380828177090734,55.69347429275513,1.6315220072865486,1060.749103307724
274432,0.25,0.85,10,5,-0.007386592391412705,11.122503340244293,1.6394169330596924,1067.8481080532074
276480,0.1,0.9,10,5,-0.003764676657738164,44.26824355125427,1.66658204048872,1074.1904113292694
278528,0.05,0.95,10,5,-0.006970177637413144,8.503515630960464,1.6895959004759789,1080.5085971355438
280576,0.1,0.9,10,5,-0.00653143590898253,17.693897426128387,1.6948790848255157,1086.8483483791351
282624,0.15,0.9,10,5,-0.009117967478232458,47.88852000236511,1.6860654056072235,1093.3292064666748
284672,0.15,0.9,10,5,-0.008932304743211716,9.520433634519577,1.6906881406903267,1099.3305060863495
286720,0.1,0.95,10,5,-0.010966495145112276,5.110114216804504,1.692733459174633,1106.390060186386
288768,0.15,0.95,10,5,-0.0023756775190122426,40.35714936256409,1.6985402703285217,1113.5440764427185
290816,0.2,0.9,10,5,-0.006847667405963875,16.85001915693283,1.7004895061254501,1120.0289704799652
292864,0.4,0.8,10,5,-0.003420890949200839,45.79536008834839,1.6889983266592026,1127.239916563034
294912,0.25,0.85,10,5,-0.012574462394695729,4.777666732668877,1.6835118606686592,1134.5047907829285
296960,0.0,1.0,10,5,-0.017150886764284223,2.3828755393624306,1.707561880350113,1141.641318321228
299008,0.2,0.85,10,5,0.00022207904839888215,45.48491907119751,1.6562300100922585,1147.343466758728
301056,0.5,0.7,10,5,-0.004996521631255746,52.4794020652771,1.6340138241648674,1154.3192949295044
303104,0.8,0.6,11,5,-0.001171560026705265,60.90815246105194,1.6074487790465355,1160.2028768062592
305152,0.7,0.65,11,5,-0.0053877352038398385,77.42301845550537,1.652186132967472,1165.8165652751923
307200,0.6,0.75,11,5,-0.00926898221950978,12.507629483938217,1.6899971216917038,1172.7295458316803
309248,0.25,0.9,11,5,-0.005097349523566663,13.752621829509735,1.6637673377990723,1179.870857000351
311296,0.1,0.95,11,5,-0.006495097419247031,26.151095628738403,1.6414166614413261,1187.2560646533966
313344,0.25,0.9,11,5,-0.005956439854344353,27.757375121116638,1.6589499041438103,1194.8266215324402
315392,0.25,0.85,11,5,-0.008553466876037419,26.02639615535736,1.651526466012001,1202.8213453292847
317440,0.45,0.7,12,5,-0.004398527496960014,45.50126230716705,1.6754483804106712,1209.4392714500427
319488,0.55,0.75,12,5,-0.004164326703175902,78.87550735473633,1.6428903117775917,1216.5717227458954
321536,0.25,0.9,12,5,-0.007586042222101241,13.125927090644836,1.644837625324726,1224.7132818698883
323584,0.0,1.0,12,5,-0.0124966895673424,8.004590004682541,1.6386162638664246,1232.4062597751617
325632,0.05,0.95,12,5,-0.00646382846753113,26.37431287765503,1.6126670315861702,1239.3853225708008
327680,0.3,0.85,12,5,-0.004842987225856632,43.33647441864014,1.6102093234658241,1247.198790550232
329728,0.85,0.7,12,5,-0.0025749800261110067,57.943986892700195,1.610798493027687,1254.804446220398
331776,0.9,0.65,13,5,-0.005111056147143245,80.08510327339172,1.6226560100913048,1262.979928970337
333824,0.4,0.8,13,5,-0.008284766518045217,15.210918486118317,1.6259095966815948,1270.5804648399353
335872,0.15,0.9,13,5,-0.007865362538723275,19.453440845012665,1.6558929160237312,1277.9778316020966
337920,0.2,0.85,13,5,-0.006295666971709579,21.18730980157852,1.667171724140644,1286.1892023086548
339968,0.5,0.8,15,5,-0.0016610727761872113,79.42249631881714,1.6606214866042137,1294.6206090450287
342016,0.65,0.8,15,5,-0.006467765313573182,28.11698269844055,1.64004135876894,1302.6347546577454
344064,0.45,0.8,15,5,-0.004415992472786456,24.176863372325897,1.6520995795726776,1310.7385623455048
346112,0.2,0.9,15,5,-0.008043544425163418,6.877380043268204,1.659517101943493,1318.4879050254822
348160,0.0,1.0,14,5,-0.0025530661223456264,15.745200991630554,1.62325419485569,1326.2531101703644
350208,0.45,0.85,14,5,-0.004841016896534711,41.60258591175079,1.6594928354024887,1333.9673020839691
352256,0.6,0.7,14,5,-0.00920411356491968,27.573748230934143,1.6716171577572823,1341.5193583965302
354304,0.2,0.8,14,5,-0.008106837864033878,28.77106249332428,1.6537834629416466,1348.8922410011292
356352,0.25,0.8,14,5,-0.0051313359290361404,22.53259265422821,1.6421563401818275,1356.8775079250336
358400,0.25,0.85,14,5,-0.004549656005110592,47.23124098777771,1.676986314356327,1364.5242686271667
360448,0.2,0.9,14,5,-0.004053835786180571,36.359264612197876,1.651968851685524,1371.5447144508362
362496,0.05,0.95,14,5,-0.011286159744486213,22.353598177433014,1.640292689204216,1378.6135931015015
364544,0.3,0.8,15,5,-0.003898099879734218,39.85456025600433,1.6050483286380768,1385.8473269939423
366592,0.5,0.7,15,5,-0.007974483422003686,34.39195895195007,1.6190382093191147,1393.2592906951904
368640,0.55,0.65,16,5,-0.009727019991260022,25.713793575763702,1.6326151192188263,1401.0163433551788
370688,0.65,0.65,16,5,-0.0036639152094721794,42.47621035575867,1.6006152257323265,1408.678061723709
372736,0.65,0.7,16,5,-0.00739773313398473,63.580527544021606,1.5924405977129936,1416.6716005802155
374784,0.65,0.7,16,5,-0.004031246586237103,84.56395411491394,1.6103932932019234,1424.014893770218
376832,0.55,0.8,16,5,-0.0009552465635351837,56.25508999824524,1.5999973341822624,1431.2841386795044
378880,0.65,0.75,16,5,-0.0027815975481644273,62.82099723815918,1.6043566018342972,1437.8689637184143
380928,0.5,0.8,16,5,-0.006730830296874046,30.953872323036194,1.6360174044966698,1445.5396802425385
382976,0.35,0.85,16,5,-0.005008281150367111,32.16491675376892,1.6373929381370544,1453.0339696407318
385024,0.3,0.85,16,5,-0.004713100439403206,21.973021149635315,1.642226867377758,1460.2771394252777
387072,0.15,0.9,16,5,-0.013251215044874698,3.7500438392162323,1.6500929221510887,1467.9520680904388
389120,0.1,0.9,16,5,-0.0078801526397001,26.461583375930786,1.6544583514332771,1475.2886633872986
391168,0.35,0.85,16,5,-0.004419952456373721,27.302910447120667,1.5987932160496712,1482.6476197242737
393216,0.35,0.85,16,5,-0.006461900484282523,27.679815411567688,1.5625135973095894,1491.1052830219269
395264,0.2,0.9,17,5,-0.006110885995440185,41.56125342845917,1.5854900032281876,1498.4356226921082
397312,0.25,0.85,17,5,-0.010946414899080992,15.591331958770752,1.5949272587895393,1506.927904367447
399360,0.35,0.75,17,5,-0.005659293383359909,54.28517818450928,1.5631850883364677,1514.1944303512573
401408,0.5,0.7,17,5,-0.0073735522164497524,33.583369970321655,1.6215593814849854,1521.6433544158936
403456,0.35,0.85,17,5,-0.006854612263850868,9.50391373038292,1.5948383510112762,1679.9075601100922
405504,0.1,0.9,17,5,-0.00670882361009717,40.820472240448,1.577298790216446,1687.9832780361176
407552,0.1,0.9,17,5,-0.017988775798585266,1.363314226269722,1.6412760615348816,1694.9725601673126
409600,0.2,0.9,17,5,0.004989777458831668,17.293534755706787,1.5837204307317734,1702.1475026607513
411648,0.2,0.9,17,5,-0.0130231037910562,6.006697446107864,1.630990706384182,1709.3487150669098
413696,0.2,0.85,17,5,-0.003494866192340851,34.937854051589966,1.571907326579094,1716.9803535938263
415744,0.35,0.8,17,5,-0.004059931816300377,45.18680953979492,1.4718919694423676,1724.6068487167358
417792,0.55,0.8,17,5,-0.0025378582067787647,118.08247661590576,1.5678023770451546,1730.8697061538696
419840,0.6,0.8,18,5,-0.00725198388681747,52.19374454021454,1.5421831384301186,1738.1051983833313
421888,0.6,0.75,18,5,-0.006824459560448304,52.084837913513184,1.5204202458262444,1745.5285956859589
423936,0.6,0.75,18,5,-0.0038513195468112826,93.03135871887207,1.5377345234155655,1752.5981631278992
425984,0.5,0.8,18,5,-0.0021554548293352127,54.835752964019775,1.495605744421482,1760.10280251503
428032,1.0,0.7,19,5,-0.004341150401160121,155.36425685882568,1.5220118910074234,1766.7425837516785
430080,0.7,0.8,19,5,-0.001306980790104717,79.49845027923584,1.5165684297680855,1774.39550614357
432128,0.25,0.85,19,5,-0.0068570420844480395,35.952680349349976,1.4639291390776634,1782.0547308921814
434176,0.1,0.9,19,5,-0.006234706204850227,12.321432381868362,1.4452984482049942,1789.7693829536438
436224,0.55,0.75,19,5,-0.0014234641566872597,75.57021045684814,1.5132879838347435,1796.7466669082642
438272,0.95,0.7,19,5,-0.00032301334431394935,80.40261912345886,1.4624888747930527,1803.6771047115326
440320,0.75,0.8,19,5,-0.006009516888298094,17.654181838035583,1.5195540338754654,1811.692796945572
442368,0.3,0.9,19,5,-0.007343764649704099,43.92154788970947,1.5189348980784416,1818.6188707351685
444416,0.35,0.85,19,5,-0.012706561363302171,2.862731859087944,1.5890779122710228,1826.127830505371
446464,0.5,0.8,19,5,-0.003293931426014751,84.16196775436401,1.4594895020127296,1833.727271080017
448512,0.3,0.8,19,5,-0.007229936716612428,48.68012058734894,1.4968856647610664,1841.3438396453857
450560,0.25,0.85,19,5,-0.013619396951980889,4.340737566351891,1.516026183962822,1848.60249209404
452608,0.25,0.85,19,5,-0.00040569674456492066,38.619213700294495,1.4843121618032455,1856.176830291748
454656,0.25,0.85,19,5,-0.006675219861790538,46.507457971572876,1.4288142994046211,1863.350003004074
456704,0.4,0.75,19,5,-0.005622687458526343,25.48543119430542,1.467915989458561,1869.9356772899628
458752,0.2,0.85,19,5,-0.0032988631865009665,35.525808334350586,1.471426397562027,1877.1888046264648
460800,0.5,0.8,19,5,-0.0015924268518574536,87.36976289749146,1.3745611160993576,1884.1179633140564
462848,0.65,0.75,19,5,-0.0026085245772264898,78.47377824783325,1.5152592062950134,1891.4452118873596
464896,0.35,0.85,19,5,-0.011825270688859746,4.0274748057127,1.4188965409994125,1899.159723520279
466944,0.15,0.9,19,5,-0.004080375307239592,14.778604209423065,1.4741232097148895,1906.4153816699982
468992,0.2,0.85,19,5,-0.003705648094182834,28.849665760993958,1.5176916345953941,1913.7608258724213
471040,0.35,0.75,19,5,-0.006405925290891901,69.56976366043091,1.506794549524784,1921.0893187522888
473088,0.35,0.8,19,5,-0.0028860229067504406,15.108358561992645,1.5076140388846397,1928.7081637382507
475136,0.25,0.85,19,5,-0.014014481392223388,1.9664180427789688,1.526012346148491,1936.4128985404968
477184,0.3,0.9,19,5,0.004992355476133525,21.936712503433228,1.4205146729946136,1944.0658466815948
479232,0.2,0.9,19,5,-0.007938474242109805,20.01873940229416,1.443104662001133,1950.9130790233612
481280,0.2,0.9,19,5,-0.0032159444817807525,15.53685611486435,1.429171435534954,1958.2686431407928
483328,0.2,0.9,19,5,-0.006298972060903907,12.11786475777626,1.413370057940483,1965.1515164375305
485376,0.15,0.9,19,5,-0.005884998419787735,35.64495396614075,1.5089292228221893,1972.795479774475
487424,0.4,0.85,19,5,-0.0008360946085304022,68.58699429035187,1.4663081392645836,1979.5239162445068
489472,0.45,0.8,19,5,-0.005250999121926725,29.37106704711914,1.4659622758626938,1987.3595230579376
491520,0.45,0.8,19,5,-0.008714748604688793,31.463532090187073,1.4857782870531082,1995.0697779655457
493568,0.35,0.75,19,5,-0.0019407599465921521,91.0219030380249,1.4232794418931007,2002.4539155960083
495616,0.5,0.7,19,5,-0.004114197829039767,78.3457248210907,1.4414992853999138,2009.6874990463257
497664,0.5,0.7,19,5,-0.002810891659464687,134.35420751571655,1.4806235283613205,2017.511790752411
499712,0.45,0.75,19,5,-0.004877097439020872,21.375116050243378,1.482428140938282,2023.7869980335236
